Strain,Company,Types,Categories,SubCategory,THCLevel,THCUnit,Price,Feelings,FlavorProfile,Terpenes,Description,HardwareType,UnitWeight,PackSize,PreRollConfig,DietaryTags,TimeOfDay,ActivityScenario,IsLiveResin,IsLiveRosin,IsInfused,IsVegan,IsOrganic,ProductTags,OtherCannabinoids,OtherCannabinoidLevels,ExperienceLevel,ConsumptionMethod,OnsetTime,Duration,PriceRange
Mimosa | 1g,Jaunty,Sativa,Vaporizers,Vape,90,%,60.0,"Energetic,Uplifted,Focused","orange,citrus,grapefruit","Limonene,Myrcene,Valencene","Mimosa, also known as ""Purple Mimosa,"" is a hybrid marijuana strain made by crossing Clementine with Purple Punch. In small doses, this strain produces happy, level-headed effects that will leave you feeling uplifted and motivated enough to take on any mundane task. In large doses, Mimosa may make you feel sleepy and relaxed. This strain has a strong aroma and flavor that reminds you of its namesake, with notes of fruit and citrus flavors bursting through. Medical marijuana patients choose this strain to help relieve symptoms associated with depression and stress. Mimosa is a staple from the Tangie family. Breeder Symbiotic Genetics has released a refined Mimosa dubbed Mimosa v6.",Disposable,1g,,,,Daytime,Focus,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Fruit Punch | Live Resin | Ready To Use | 1g,Rove,Sativa,Vaporizers,Live Resin,92,%,95.0,"Energetic,Uplifted,Creative","tropical,tree fruit,berry","Limonene,Myrcene,Caryophyllene","Fruit Punch is a sativa marijuana strain made by crossing Skunk, Haze, and Northern Lights. Named for its swift hit of sweet, fruity, and tropical flavors, this sativa has something to offer in both taste and effect. Fruit Punch charges the mind with creative and social energy, so keep this strain in your stash jar for active days spent with friends or personal hobbies. ",Disposable,1g,,,,Daytime,"Creative,Active",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Silver Surfer | Live Resin Disposable,To The Moon,Sativa,Vaporizers,Live Resin,98,%,80.0,"Energetic,Happy,Creative,Focused,Inspired","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Silver Surfer by To The Moon is a 2g Sativa live resin disposable pushing the limits at 98% THC — the highest-potency offering in the lineup. Live resin extraction delivers a vibrant citrus, spice, and earthy terpene profile through Limonene, Caryophyllene, and Myrcene. Effects are intensely energizing, creative, and cerebral. Strictly for experienced consumers who want maximum Sativa stimulation — this is a true powerhouse daytime vape.",Disposable,2g,,,,Daytime,"Creative,Focus",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Dreamsicle | Disposable | Live Resin | 1.0g,To The Moon,Sativa,Vaporizers,Live Resin,84,%,80.0,"Energetic,Happy,Creative,Focused,Inspired","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Dreamsicle by To The Moon is a 1g Sativa live resin disposable at 84% THC, evoking the creamy orange-vanilla popsicle of its namesake. Fresh-frozen live resin extraction delivers bright citrus and earthy aromas through Limonene, Caryophyllene, and Myrcene terpenes. Uplifting and creative effects make it a go-to for daytime adventures, artistic endeavors, or anytime you want an inspired, happy experience. The most approachable Sativa in the To The Moon collection.",Disposable,1g,,,,Daytime,"Creative,Focus",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
NYC Diesel | Disposable | Live Resin | 1.0g,To The Moon,Sativa,Vaporizers,Live Resin,83,%,80.0,"Energetic,Happy,Creative,Focused,Inspired","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","NYC Diesel by To The Moon is a 1g Sativa live resin disposable at 83% THC, paying homage to the iconic New York City strain known for its sharp, fuel-forward aroma and electrifying effects. Live resin captures the full terpene profile of Myrcene, Limonene, and Caryophyllene, delivering earthy, citrusy, diesel-laced vapor. Fast-acting, energizing, and mentally stimulating — a classic choice for creative work, social energy, or any high-demand daytime activity.",Disposable,1g,,,,Daytime,"Creative,Focus",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Holy Roller | Live Resin Badder,MFNY,Sativa,Vaporizers,Live Resin,67,%,70.0,"Happy,Energetic,Uplifted","lime,lemon,pungent","Limonene,Myrcene,Caryophyllene","Bred by Archive Seed Bank, Holy Roller crosses Big Sur Holy Weed?a classic California sativa haze?with Do-Si-Dos, putting a new spin on a old favorite. Expect long, dense colas with trichome-splashed buds. Unique smells and flavors range from eucalyptus to turpentine, while some phenos offer more of the Do-Si-Dos lime haze flavor. This is a perfect strain for any connoisseur looking to step outside the box and try something new. Note: Compatible with any standard 510 thread battery.",510 Cartridge,1g,,,,Daytime,Relaxation,True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Blue Dream | Live Resin | Ready To Use | 1g,Rove,Sativa,Vaporizers,Live Resin,94,%,95.0,"Creative,Uplifted,Energetic","blueberry,berry,sweet","Myrcene,Limonene,Caryophyllene","Blue Dream is a sativa-dominant hybrid marijuana strain made by crossing Blueberry with Haze. This strain produces a balanced high, along with effects such as cerebral stimulation and full-body relaxation. Blue dream is 18% THC but has a low CBD percentage, making this potent strain a fan favorite of both novice and veteran cannabis consumers. In terms of flavor, Blue Dream is reported to smell and taste like sweet berries. Medical marijuana patients often use Blue Dream to treat symptoms of depression, chronic pain, and nausea. Blue Dream originated in California and has since achieved legendary status among West Coast strains and has quickly become one of the most-searched-for strains in the Leafly database. The average price per gram of Blue Dream is $20. Strains similar to Blue Dream include Blue Dream CBD, Double Dream,and Blue Magoo.",Disposable,1g,,,,Daytime,Creative,True,False,False,False,False,live-resin,CBD,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Premium
Pineapple | AIO,avrloom,Sativa,Vaporizers,Vape,90,%,35.0,"Energetic,Talkative,Uplifted","citrus,pine,floral","Limonene,Pinene,Terpinolene","Pineapple AIO by ayrloom is a 1g all-in-one disposable vape delivering a sweet, tropical pineapple flavor in every puff. No charging or cartridge needed — just pick up and enjoy. With uplifting and energetic effects, this sativa-leaning vape is perfect for daytime adventures or creative sessions. Onset immediate, effects last 1–3 hrs.",Disposable,1g,,,,Daytime,Relaxation,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Orange Creamsicle | AIO,avrloom,Sativa,Vaporizers,Vape,90,%,35.0,"Energetic,Talkative,Uplifted","citrus,earthy,herbal,sweet","Limonene,Myrcene,Valencene","Orange Creamsicle AIO by ayrloom is a 1g all-in-one disposable vape with a creamy, citrusy orange dessert flavor. Smooth and easy to use with no setup required. Delivers happy, relaxed, and uplifted effects — ideal for a mellow afternoon or social occasion. Onset immediate, effects last 1–3 hrs.",Disposable,1g,,,,Daytime,Relaxation,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Tropicana Cookies | Live Resin | 0.5g,MFNY,Sativa,Vaporizers,Live Resin,78,%,50.0,"Energetic,Happy,Creative,Focused,Inspired","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene",Cannabis vaporizers are a great way to consume discreetly and consistently. Vape cartridges contain concentrated cannabis oil that is heated by a battery and vaporized for inhalation. These products are very potent and are designed to be consumed in 2-3 second puffs. Note: Compatible with any standard 510 thread battery.,510 Cartridge,0.5g,,,,Daytime,"Creative,Focus",True,False,False,False,False,live-resin,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Head Space | Flight Pack | Launch Sequence | Sativa | 5 Pack,Head Space,Sativa,Pre-rolls,Pre-roll,20,%,30.0,"Creative,Uplifted,Energetic,Happy,Inspired","citrus,pepper,spicy,pine","Limonene,Caryophyllene,Pinene","Flight Pack Launch Sequence Sativa by Head Space is a 5-pack of 1g sativa pre-rolls at 20% THC each. Engineered for takeoff — bright, energetic, and uplifting effects to fuel your day. Clean, citrusy flavors with a smooth burn. Onset immediate, effects last 1–3 hrs.",,1g,5.0,5x1g,,Daytime,Creative,False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Mid
Launch Sequence (Sativa) | 1g,Head Space,Sativa,Pre-rolls,Pre-roll,20,%,11.0,"Creative,Uplifted,Energetic,Happy,Inspired","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","Launch Sequence Sativa by Head Space is a 1g sativa pre-roll at 20% THC. Built for liftoff — delivers bright, energetic, and uplifting effects with a clean citrusy smoke. Perfect for daytime use when you need a creative, focused boost. Onset immediate, effects last 1–3 hrs.",,1g,1.0,1x1g,,Daytime,Creative,False,False,False,False,False,,,,Beginner,Smoke,Immediate (0–5 min),1–3 hrs,Budget
Bliss | Disposable Vape,avrloom,Sativa-Hybrid,Vaporizers,Vape,75,%,35.0,"Creative,Energetic,Happy,Uplifted","citrus,earthy,herbal,pepper,spicy","Limonene,Myrcene,Caryophyllene","Enjoy uplifting sensory effects of ayrloom mood?s bliss, with an earthy, sweet citrus blend. refresh + invigorate with an inspiring combination to help foster a creative mood boost, perfect for an afternoon pick-me-up.INGREDIENTS CANNABIS EXTRACT, BOTANICALLY DERIVED TERPENES INSTRUCTIONS INHALE FOR 3-5 SECONDS. WAIT AT LEAST 30 SECONDS BETWEEN PUFFS. STORE VERTICALLY AND AT ROOM TEMPERATURE AWAY FROM LIGHT.",Disposable,1g,,,,Daytime,Creative,False,False,False,False,False,,,,Experienced,Vape,Immediate (0–5 min),1–3 hrs,Mid
Boost | Tablets | 2 Pack,1906,Hybrid,Edibles,Tablet,5,mg,4.0,"Happy,Uplifted","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Get a boost with the fastest, cleanest, and healthiest way to consume THC. Boost is the only 1906 Drop not infused with plant medicines or designed to create a specific effect. Simply swallow to enjoy a healthier, microdosed high in 20 minutes or use to boost any other 1906 Experience.Boost is the fastest acting edible. No sugar, no calories, no gluten, and vegan.",,,2.0,,vegan,Daytime,Relaxation,False,False,False,True,False,vegan,,,Intermediate,Eat,30–90 min,4–8 hrs,Budget
Go | Tablets | 2 Pack,1906,Sativa,Edibles,Tablet,5,mg,4.0,"Energetic,Happy,Creative,Focused,Inspired","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Go promotes natural energy through a blend of cannabis, caffeine, and three plant medicines. Swallowable pills with rapid onset of 20 minutes. Vegan, calorie-free, sugar-free, and gluten-free.",,,2.0,,"vegan,gluten-free,sugar-free",Daytime,"Creative,Focus",False,False,False,True,False,vegan,,,Intermediate,Eat,30–90 min,4–8 hrs,Budget
Bliss | Tablets | 2 Pack,1906,Hybrid,Edibles,Tablet,5,mg,4.0,"Calm,Happy,Relaxed,Energetic","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Bliss promotes extroverted happiness and euphoria through a blend of cannabis and two plant medicines. Swallowable pills with rapid onset of 20 minutes. Vegan, calorie-free, sugar-free, and gluten-free.",,,2.0,,"vegan,gluten-free,sugar-free",Nighttime,Relaxation,False,False,False,True,False,vegan,,,Intermediate,Eat,30–90 min,4–8 hrs,Budget
Boost+ | Tablets | 3 Pack,1906,Hybrid,Edibles,Tablet,5,mg,4.0,"Happy,Uplifted","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Get a boost with the fastest, cleanest, and healthiest way to consume THC. Boost is the only 1906 Drop not infused with plant medicines or designed to create a specific effect. Simply swallow to enjoy a healthier, microdosed high in 20 minutes or use to boost any other 1906 Experience.Boost is the fastest acting edible. No sugar, no calories, no gluten, and vegan.",,,3.0,,vegan,Daytime,Relaxation,False,False,False,True,False,vegan,,,Intermediate,Eat,30–90 min,4–8 hrs,Budget
Boost | Tablets | 20 Pack,1906,Hybrid,Edibles,Tablet,5,mg,17.7,"Happy,Uplifted","citrus,pepper,spicy,pine","Limonene,Caryophyllene,Pinene","Get a boost with the fastest, cleanest, and healthiest way to consume THC. Boost is the only 1906 Drop not infused with plant medicines or designed to create a specific effect. Simply swallow to enjoy a healthier, microdosed high in 20 minutes or use to boost any other 1906 Experience.Boost is the fastest acting edible. No sugar, no calories, no gluten, and vegan.",,,20.0,,vegan,Daytime,Relaxation,False,False,False,True,False,vegan,,,Intermediate,Eat,30–90 min,4–8 hrs,Budget
Go | Tablets | 20 Pack,1906,Sativa,Edibles,Tablet,5,mg,35.0,"Energetic,Happy,Creative,Focused,Inspired","citrus,pepper,spicy,earthy,herbal","Limonene,Caryophyllene,Myrcene","Go promotes natural energy through a blend of cannabis, caffeine, and three plant medicines. Swallowable pills with rapid onset of 20 minutes. Vegan, calorie-free, sugar-free, and gluten-free.",,,20.0,,"vegan,gluten-free,sugar-free",Daytime,"Creative,Focus",False,False,False,True,False,vegan,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Chill | Tablets | 20 Pack,1906,Indica,Edibles,Tablet,5,mg,35.0,"Relaxed,Sleepy,Happy","earthy,herbal,floral,lavender,pepper,spicy","Myrcene,Linalool,Caryophyllene","Chill promotes relaxation through a blend of cannabis, CBD, and plant medicine. Swallowable pills with rapid onset of 20 minutes. Vegan, calorie-free, sugar-free, and gluten-free.",,,20.0,,"vegan,gluten-free,sugar-free",Nighttime,"Sleep,Relaxation",False,False,False,True,False,vegan,CBD,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
Love| Tablets | 30 Pack,1906,Hybrid,Edibles,Tablet,5,mg,35.0,"Calm,Happy,Relaxed,Energetic","earthy,herbal,pepper,spicy,floral,lavender","Myrcene,Caryophyllene,Linalool","Love boosts arousal through a blend of cannabis and five herbal aphrodisiacs. Swallowable pills with rapid onset of 20 minutes. Vegan, calorie-free, sugar-free, and gluten-free.",,,30.0,,"vegan,gluten-free,sugar-free",Nighttime,Relaxation,False,False,False,True,False,vegan,,,Intermediate,Eat,30–90 min,4–8 hrs,Mid
2J's Cannabis | R&B's Rasberry Gummies | 100mg,2J'S Cannabis,Sativa,Edibles,Gummy,10,mg,18.0,"Happy,Uplifted,Energetic,Inspired","earthy,herbal,citrus,pepper,spicy","Myrcene,Limonene,Caryophyllene","Cannabis infused gummies evenly dosed commonly sold in multi-packs, which makes controlling your intake easy and reliable. Because edibles are digested and absorbed by your stomach and liver, the activation is often longer than other consumption methods, taking on average 45 minutes, and sometimes up to 2 hours. It is important to start low and slow when consuming edibles so you don't over do it. Take extra caution to ensure edibles are out of the reach of children.",,,10.0,,,Daytime,Creative,False,False,False,False,False,,,,Intermediate,Eat,30–90 min,4–8 hrs,Budget
Relief Tincture,Head & Heal,Indica,Tincture,Tincture,300,mg,80.0,"Relaxed,Sleepy,Happy","earthy,herbal,floral,lavender,pepper,spicy","Myrcene,Linalool,Caryophyllene","Head & Heal Relief Tincture delivers 300mg of THC in a precisely dosed sublingual formula. Made with organic MCT oil and cannabis extract, this tincture is designed to provide targeted relief. Place drops directly under the tongue and hold for 30–60 seconds for faster absorption. Onset in 15–45 minutes. Each bottle includes precise dosing information on the side of the box.",,,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,True,,,,Intermediate,Sublingual,15–45 min,2–4 hrs,Premium
Head & Heal | Sleep | Tincture | CBD+CBN Blend,Head & Heal,Indica,Tincture,Tincture,300,mg,64.0,"Relaxed,Sleepy,Happy","floral,lavender,earthy,herbal,pepper,spicy","Linalool,Myrcene,Caryophyllene","Head & Heal Sleep Tincture combines THC, CBD, and CBN in a 300mg formula specifically designed to promote deep and restful sleep. Made with organic MCT oil and cannabis extract. Drop directly under the tongue 30 minutes before bedtime for optimal effect. Onset in 15–45 minutes. Precise dosing information is printed on every box.",,,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,True,,"CBD, CBN",,Intermediate,Sublingual,15–45 min,2–4 hrs,Premium
Head & Heal | Focus | CBG,Head & Heal,Sativa,Tincture,Tincture,300,mg,64.0,"Energetic,Focused,Clear-minded","floral,lavender,earthy,herbal,pepper,spicy","Linalool,Myrcene,Caryophyllene",Head & Heal Focus Tincture harnesses the power of CBG alongside 300mg THC to sharpen mental clarity and support concentration. Made with organic MCT oil and cannabis extract. Place drops under the tongue for onset in 15–45 minutes. Ideal for daytime use when focus and productivity are the priority. Precise dosing information included on every box.,,,,,,Daytime,Focus,False,False,False,False,True,,CBG,,Intermediate,Sublingual,15–45 min,2–4 hrs,Premium
Sleep Tincture,Head & Heal,Indica,Tincture,Tincture,300,mg,70.0,"Relaxed,Sleepy,Happy","earthy,herbal,floral,lavender,pepper,spicy","Myrcene,Linalool,Caryophyllene",A 300mg THC sublingual tincture formulated to support a healthy sleep cycle. Made with organic MCT oil and cannabis extract. Place drops under the tongue 30 minutes before bedtime for onset in 15–45 minutes. Start with a low dose and adjust based on personal response. Precise dosing information included on each bottle.,,,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,True,,,,Intermediate,Sublingual,15–45 min,2–4 hrs,Premium
Focus Tincture,Head & Heal,Sativa,Tincture,Tincture,300,mg,70.0,"Energetic,Focused,Clear-minded","floral,lavender,earthy,herbal,pepper,spicy","Linalool,Myrcene,Caryophyllene",A 300mg THC sublingual tincture formulated to support focus and mental clarity throughout the day. Made with organic MCT oil and cannabis extract. Place drops under the tongue for onset in 15–45 minutes. Start with a low dose and build as needed. Best used during daytime hours for cognitive support.,,,,,,Daytime,Focus,False,False,False,False,True,,,,Intermediate,Sublingual,15–45 min,2–4 hrs,Premium
Max Strength Tincture,Head & Heal,Indica,Tincture,Tincture,1000,mg,110.0,"Relaxed,Sleepy,Happy","earthy,herbal,floral,lavender,pepper,spicy","Myrcene,Linalool,Caryophyllene","Head & Heal Max Strength Tincture delivers a potent 1000mg THC formula for experienced cannabis consumers seeking maximum effect. Made with organic MCT oil and cannabis extract. Place drops under the tongue for onset in 15–45 minutes. Due to its high potency, start with a very small dose and wait before consuming more. Precise dosing information included on each box.",,,,,,Nighttime,"Sleep,Relaxation",False,False,False,False,True,,,,Intermediate,Sublingual,15–45 min,2–4 hrs,Premium
